snapped_at,price,market_cap,total_volume
2019-03-01 00:00:00 UTC,0.35459835411206647,0.0,140739360.81392708
2019-03-02 00:00:00 UTC,0.4398964080415009,0.0,119059415.52718568
2019-03-03 00:00:00 UTC,0.4009126827039417,0.0,42358702.38204905
2019-03-04 00:00:00 UTC,0.35712620059107636,0,32759921.657630403
2019-03-05 00:00:00 UTC,0.3306582355468353,0,37345509.42082774
2019-03-06 00:00:00 UTC,0.31822789010022023,0,38166839.117432825
2019-03-07 00:00:00 UTC,0.3102933356780226,0,18949871.080498967
2019-03-08 00:00:00 UTC,0.347779665877976,0,50911947.64536162
2019-03-09 00:00:00 UTC,0.2867678202540755,0,32525520.05147023
2019-03-10 00:00:00 UTC,0.2691054611948071,0,24784260.00710508
2019-03-11 00:00:00 UTC,0.255472233056546,0,25110733.19572901
2019-03-12 00:00:00 UTC,0.21727423576205324,0,26273239.60462265
2019-03-13 00:00:00 UTC,0.220534934040337,0,20595056.164461754
2019-03-14 00:00:00 UTC,0.24539761263903428,0,32766758.73793313
2019-03-15 00:00:00 UTC,0.22960459373417108,0,37264914.93843483
2019-03-16 00:00:00 UTC,0.23329287681196187,0,14860541.262444383
2019-03-17 00:00:00 UTC,0.22862609804389786,0,10782716.89990512
2019-03-18 00:00:00 UTC,0.23779332362935096,0,15284408.55464896
2019-03-19 00:00:00 UTC,0.22761019579596745,0,18673010.241771262
2019-03-20 00:00:00 UTC,0.21849436728437993,0,29773272.37575036
2019-03-21 00:00:00 UTC,0.2205815464763599,0,21033543.97040421
2019-03-22 00:00:00 UTC,0.2035094560770112,0,26280356.4725654
2019-03-23 00:00:00 UTC,0.20651394368941742,0,18743541.575162377
2019-03-24 00:00:00 UTC,0.20528148129303112,0,19861370.355131406
2019-03-25 00:00:00 UTC,0.20890979957967215,0,25735627.846300494
2019-03-26 00:00:00 UTC,0.19956341314669526,0,26317237.171786513
2019-03-27 00:00:00 UTC,0.18348051309561453,0,22656995.47750294
2019-03-28 00:00:00 UTC,0.19799514585296102,0,28305834.940487713
2019-03-29 00:00:00 UTC,0.22232081067041606,0,44213981.84035018
2019-03-30 00:00:00 UTC,0.2073680502719333,0,31635618.409738872
2019-03-31 00:00:00 UTC,0.21099344535726422,0,30601878.583673205
2019-04-01 00:00:00 UTC,0.20019114799270415,0,26834933.57199847
2019-04-02 00:00:00 UTC,0.20308713047182084,0,28462488.636306837
2019-04-03 00:00:00 UTC,0.205097185585712,0,40280961.775148995
2019-04-04 00:00:00 UTC,0.19280493805297735,0,32938845.62690443
2019-04-05 00:00:00 UTC,0.19525428868304007,0,28631312.573432226
2019-04-06 00:00:00 UTC,0.1977278698171805,0,20169858.63325822
2019-04-07 00:00:00 UTC,0.199947107845303,0,22713157.551798247
2019-04-08 00:00:00 UTC,0.20336154980149868,0,21444006.056060284
2019-04-09 00:00:00 UTC,0.21594510338352033,0,26946638.839483593
