snapped_at,price,market_cap,total_volume
2021-11-23 00:00:00 UTC,4380.28176812717,0.0,125201.29115421895
2021-11-24 00:00:00 UTC,4380.28176812717,0.0,125201.29115421895
2021-11-25 00:00:00 UTC,4303.942185038446,0.0,74620.10381150799
2021-11-26 00:00:00 UTC,4557.28525292153,0.0,357651.4124917121
2021-11-27 00:00:00 UTC,4075.2600668457103,0.0,197831.68758345325
2021-11-28 00:00:00 UTC,4099.9848361491595,0.0,32965.22154910412
2021-11-29 00:00:00 UTC,4335.2228067930255,0.0,90482.93742985307
2021-11-30 00:00:00 UTC,4489.388687814585,0.0,97116.68924951748
2021-12-01 00:00:00 UTC,4693.772172160047,0.0,43019.284056526965
2021-12-02 00:00:00 UTC,4626.938324744813,0.0,218170.81473596155
2021-12-03 00:00:00 UTC,4559.084179008201,0.0,124018.73718378026
2021-12-04 00:00:00 UTC,4280.421231895525,0.0,188265.7743285477
2021-12-05 00:00:00 UTC,4125.296774388659,0.0,151143.91876223162
2021-12-06 00:00:00 UTC,4226.850199372624,0.0,225919.61544603607
2021-12-07 00:00:00 UTC,4387.531250875114,0.0,365278.8198478985
2021-12-08 00:00:00 UTC,4350.577941665894,0.0,208022.78311122672
2021-12-09 00:00:00 UTC,4469.696639103048,0.0,129775.48351219483
2021-12-10 00:00:00 UTC,4198.373571280549,0.0,67097.24876317459
2021-12-11 00:00:00 UTC,3963.2666299604457,0.0,251163.33985354105
2021-12-12 00:00:00 UTC,4125.34380389275,0.0,85769.33748924048
2021-12-13 00:00:00 UTC,4174.706346858947,0.0,227437.46367670232
2021-12-14 00:00:00 UTC,3839.196122186998,0.0,260460.06854562336
2021-12-15 00:00:00 UTC,3899.7465145754854,0.0,164360.2292099797
2021-12-16 00:00:00 UTC,4059.357895906309,0.0,134059.03748764526
2021-12-17 00:00:00 UTC,4011.120727655444,0.0,7401.900084942134
2021-12-18 00:00:00 UTC,3936.3081556214283,0.0,90575.4275056409
2021-12-19 00:00:00 UTC,4000.4845161070743,0.0,485191.5713993464
2021-12-20 00:00:00 UTC,3962.3812519179332,0.0,33231.68996330115
2021-12-21 00:00:00 UTC,3996.24657459123,0.0,69986.51901247153
2021-12-22 00:00:00 UTC,4082.6017263322024,0.0,114030.29855326434
2021-12-23 00:00:00 UTC,4043.5779626686426,0.0,101285.57732389991
2021-12-24 00:00:00 UTC,4163.652831467601,0.0,47119.05443954592
2021-12-25 00:00:00 UTC,4094.205634081935,0.0,27654.063898492368
2021-12-26 00:00:00 UTC,4163.103099597272,0.0,8222.41764635297
2021-12-27 00:00:00 UTC,4128.8717539722,0.0,21451.585234288257
2021-12-28 00:00:00 UTC,4096.442046635502,0.0,67530.32541213506
2021-12-29 00:00:00 UTC,3872.3688518767267,0.0,492362.52206989913
2021-12-30 00:00:00 UTC,3676.6575415057946,0.0,190801.9386712706
2021-12-31 00:00:00 UTC,3773.279866443661,0.0,476407.9171785023
2022-01-01 00:00:00 UTC,3752.816265949612,0.0,269528.67202859896
2022-01-02 00:00:00 UTC,3839.2388978991266,0.0,446913.3441012378
2022-01-03 00:00:00 UTC,3900.207762511862,0.0,401686.8974228827
2022-01-04 00:00:00 UTC,3833.1830200699173,0.0,166917.3047971378
2022-01-05 00:00:00 UTC,3861.632857661774,0.0,428240.1143895859
2022-01-06 00:00:00 UTC,3601.79836692768,0.0,260531.0386314078
2022-01-07 00:00:00 UTC,3472.49591950978,0.0,77663.6313959881
2022-01-08 00:00:00 UTC,3239.7346577349676,0.0,517551.9851058963
2022-01-09 00:00:00 UTC,3133.2125019507407,0.0,250583.42878061396
2022-01-10 00:00:00 UTC,3207.9986694819395,0.0,99701.32886890756
2022-01-11 00:00:00 UTC,3133.421071937696,0.0,106262.25701309931
2022-01-12 00:00:00 UTC,3292.898881187471,0.0,42074.186722494924
2022-01-13 00:00:00 UTC,3427.8158311084585,0.0,83178.18600734862
2022-01-14 00:00:00 UTC,3312.8188960590464,0.0,35646.3677696261
2022-01-15 00:00:00 UTC,3355.3367244837773,0.0,67626.42448535547
2022-01-16 00:00:00 UTC,3386.645994153982,0.0,35330.590674550906
2022-01-17 00:00:00 UTC,3413.5717225041935,0.0,214296.471100004
2022-01-18 00:00:00 UTC,3268.9455241644723,0.0,49149.83533001706
2022-01-19 00:00:00 UTC,3215.8262126431955,0.0,126010.02202123663
2022-01-20 00:00:00 UTC,3161.1985520037706,0.0,32195.57276735816
2022-01-21 00:00:00 UTC,3069.074935457277,0.0,43695.00190369309
2022-01-22 00:00:00 UTC,2602.8889310242002,0.0,546105.3107587472
2022-01-23 00:00:00 UTC,2424.027856406172,0.0,96159.95243643266
2022-01-24 00:00:00 UTC,2573.923953151215,0.0,49491.22527393021
2022-01-25 00:00:00 UTC,2478.83132079135,0.0,100499.7498237726
2022-01-26 00:00:00 UTC,2491.798671319197,0.0,391971.4054211234
2022-01-27 00:00:00 UTC,2500.404657435016,0.0,79787.64701578754
2022-01-28 00:00:00 UTC,2182.293826814666,0.0,171525.60481364533
2022-01-29 00:00:00 UTC,2566.530079545354,0.0,43001.98846290843
2022-01-30 00:00:00 UTC,2654.867821571112,0.0,41754.41843086749
2022-01-31 00:00:00 UTC,2640.559223068567,0.0,127321.92799501943
2022-02-01 00:00:00 UTC,2722.081040374949,0.0,120989.05604449575
2022-02-02 00:00:00 UTC,2841.094650875203,0.0,22133.12861394988
2022-02-03 00:00:00 UTC,2727.859878614175,0.0,99614.61581341858
2022-02-04 00:00:00 UTC,2730.7191824296,0.0,33722.39995240383
2022-02-05 00:00:00 UTC,3024.3180270409116,0.0,62117.888526853676
2022-02-06 00:00:00 UTC,3071.1614830852986,0.0,52267.46983429986
2022-02-07 00:00:00 UTC,3117.9105577471614,0.0,101988.49802236697
2022-02-08 00:00:00 UTC,3139.687691156901,0.0,162311.51073056055
2022-02-09 00:00:00 UTC,3181.134551936154,0.0,148677.49936695074
2022-02-10 00:00:00 UTC,3299.588886008135,0.0,63644.4119047052
2022-02-11 00:00:00 UTC,3128.598042017344,0.0,259211.23212074133
2022-02-12 00:00:00 UTC,2975.107185904174,0.0,48955.601301899
2022-02-13 00:00:00 UTC,2958.9576448145526,0.0,27272.40731714386
2022-02-14 00:00:00 UTC,2935.551071203691,0.0,176776.58728003316
2022-02-15 00:00:00 UTC,2988.401310445595,0.0,162295.5402388071
