snapped_at,price,market_cap,total_volume
2018-11-10 00:00:00 UTC,70.60554126133535,0.0,2798036.3331925827
2018-11-11 00:00:00 UTC,85.70293120355849,0.0,5315414.037927749
2018-11-12 00:00:00 UTC,114.13863459392432,0.0,9920717.86687134
2018-11-13 00:00:00 UTC,113.58906294233103,0.0,10977147.186145104
2018-11-14 00:00:00 UTC,209.19247835561518,0.0,28875491.93743191
2018-11-15 00:00:00 UTC,177.68196746714494,0.0,36922905.039271854
2018-11-16 00:00:00 UTC,93.39961032416288,0.0,37367526.09553325
2018-11-17 00:00:00 UTC,105.85196372323077,0.0,28200276.06180843
2018-11-18 00:00:00 UTC,132.73668181081513,0.0,210559361.98194522
2018-11-19 00:00:00 UTC,105.85430351014102,0.0,76888503.74921444
2018-11-20 00:00:00 UTC,73.11536053519215,0.0,106150010.91159326
2018-11-21 00:00:00 UTC,50.33544467929283,0.0,128053648.79178926
2018-11-22 00:00:00 UTC,50.57409517311856,0.0,58935001.87445063
2018-11-23 00:00:00 UTC,42.017099885330516,0.0,32008566.211994983
2018-11-24 00:00:00 UTC,55.25848969886256,0.0,173562013.11748758
2018-11-25 00:00:00 UTC,60.092326428875396,0.0,250456081.30455965
2018-11-26 00:00:00 UTC,89.02452356860655,0.0,522535225.0783244
2018-11-27 00:00:00 UTC,114.90508622983258,2004016038.9769185,720730157.434614
2018-11-28 00:00:00 UTC,93.77585890543571,1663699263.1794405,325307185.0317899
2018-11-29 00:00:00 UTC,98.22616335154903,1728431640.495573,319161398.48602146
2018-11-30 00:00:00 UTC,97.71173240885133,1704373751.6388626,131556935.40931879
2018-12-01 00:00:00 UTC,95.70951665613832,1671741185.628748,174676626.24637142
2018-12-02 00:00:00 UTC,93.43041510272248,1639201586.5015063,80958501.14026591
2018-12-03 00:00:00 UTC,99.9382470101039,1750226824.4105687,109379582.66517164
2018-12-04 00:00:00 UTC,94.03136217154176,1645010143.5074847,76080318.18269107
2018-12-05 00:00:00 UTC,90.07520655402635,1572010879.9022284,57175712.28105327
2018-12-06 00:00:00 UTC,86.72943507399276,1518354545.5228548,79975902.09113893
2018-12-07 00:00:00 UTC,103.7177193249137,1818424557.4249434,227512734.4648151
2018-12-08 00:00:00 UTC,103.65731802432161,1815607280.4716184,237200713.44491515
2018-12-09 00:00:00 UTC,96.9226854668426,1695826983.8057976,78650142.58852461
2018-12-10 00:00:00 UTC,96.17739597421561,1685410171.3639462,76893403.24096517
2018-12-11 00:00:00 UTC,94.10233022213492,1647522412.4331615,90577165.78193045
2018-12-12 00:00:00 UTC,89.0973908819387,1559118132.3280227,74238704.78455365
2018-12-13 00:00:00 UTC,87.859876937869,1536445016.052257,50963609.95489858
2018-12-14 00:00:00 UTC,78.1395046876066,1363992017.6627564,67516520.42732772
2018-12-15 00:00:00 UTC,70.25281942871244,1230382149.6623073,75451701.35342897
2018-12-16 00:00:00 UTC,67.82212630271965,1188296509.4645574,71776174.82440862
2018-12-17 00:00:00 UTC,76.53693438824764,1342191211.6370387,118032943.41387394
2018-12-18 00:00:00 UTC,81.2053573654603,1424589875.0873613,123002152.68153143
2018-12-19 00:00:00 UTC,83.57512069701797,1464014819.9712818,117508701.01047315
2018-12-20 00:00:00 UTC,85.8842552636631,1508276598.18868,204592931.82793006
2018-12-21 00:00:00 UTC,110.2250179697309,1927995656.537845,468348066.661089
2018-12-22 00:00:00 UTC,107.09989163640297,1887213406.858868,486751986.92496735
2018-12-23 00:00:00 UTC,107.79744885409099,1881124699.0075939,208950214.48303333
2018-12-24 00:00:00 UTC,105.59138684829264,1851996594.920051,163911540.98099774
2018-12-25 00:00:00 UTC,101.65935882765423,1787972679.96321,173244436.3668665
2018-12-26 00:00:00 UTC,91.9830580738425,1606626838.4131074,139370439.48936033
2018-12-27 00:00:00 UTC,92.72681796805865,1625560609.7037604,150138133.11600414
2018-12-28 00:00:00 UTC,83.31881163567716,1467687648.0111687,94300778.32024203
2018-12-29 00:00:00 UTC,91.44625136264517,1601630200.14855,121467526.82550618
2018-12-30 00:00:00 UTC,88.3417396783658,1568993455.7066963,89474980.76226422
2018-12-31 00:00:00 UTC,87.55410977460818,1535594208.4868562,61763884.33288278
2019-01-01 00:00:00 UTC,83.88748011360578,1470314667.1890957,54010588.7694442
2019-01-02 00:00:00 UTC,90.64688160816165,1590396653.204922,113153757.05780733
2019-01-03 00:00:00 UTC,93.16336575090185,1634479250.5057166,112910289.37870567
2019-01-04 00:00:00 UTC,87.16547561965918,1527047118.0450187,73523067.30697475
2019-01-05 00:00:00 UTC,86.62860026300767,1520246387.284954,73655855.7853511
2019-01-06 00:00:00 UTC,87.02248756475458,1527226623.5596154,82019855.14194693
2019-01-07 00:00:00 UTC,88.75465295498067,1557688435.9401977,77636265.90153176
2019-01-08 00:00:00 UTC,86.96252195762959,1526021924.3405905,77383736.3324929
2019-01-09 00:00:00 UTC,86.73610012706041,1522782825.2390225,102176787.68038729
2019-01-10 00:00:00 UTC,85.66085267112567,1503947801.079939,75138304.79616234
2019-01-11 00:00:00 UTC,74.69534355089938,1311982642.5226092,133207174.39871289
2019-01-12 00:00:00 UTC,73.48555282023327,1288930048.3001184,86832367.93941034
2019-01-13 00:00:00 UTC,81.8146706888827,1436459999.7070825,193114296.60098407
2019-01-14 00:00:00 UTC,76.01547515786037,1331606084.5089831,157291123.16428697
2019-01-15 00:00:00 UTC,79.11048042679701,1390665063.5769813,116394709.71504776
2019-01-16 00:00:00 UTC,76.24775125812826,1340304367.242851,79716710.49106675
