snapped_at,price,market_cap,total_volume
2023-12-04 00:00:00 UTC,2275.3915005508256,0.0,1442.1410836804346
2023-12-05 00:00:00 UTC,2275.3915005508256,0.0,1442.1410836804346
2024-01-05 00:00:00 UTC,2320.4415803776787,0.0,96830.84682564225
2024-01-06 00:00:00 UTC,2320.4415803776787,0.0,96830.84682564225
2024-01-07 00:00:00 UTC,2294.0538570399417,0.0,541275.3393790199
2024-01-08 00:00:00 UTC,2276.9787646446284,0.0,448379.5321608609
2024-01-09 00:00:00 UTC,2374.941598990051,0.0,271353.6711698848
2024-01-10 00:00:00 UTC,2389.143898694494,0.0,443088.050673742
2024-01-11 00:00:00 UTC,2657.8911928254615,0.0,644424.7266522122
2024-01-12 00:00:00 UTC,2691.112432697066,0.0,4857014.100140906
2024-01-13 00:00:00 UTC,2586.474010078026,0.0,3323963.5211871723
2024-01-14 00:00:00 UTC,2645.9900615224487,0.0,1327768.805073798
2024-01-15 00:00:00 UTC,2550.9512752487367,0.0,955825.2058971935
2024-01-16 00:00:00 UTC,2601.41904775663,0.0,364519.3144399132
2024-01-17 00:00:00 UTC,2668.710182460377,0.0,370543.60111669917
2024-01-18 00:00:00 UTC,2582.478730359109,0.0,585589.3527711278
2024-01-19 00:00:00 UTC,2530.2022992890493,0.0,570129.9150036266
2024-01-20 00:00:00 UTC,2558.3245939262733,0.0,498952.3746366359
2024-01-21 00:00:00 UTC,2528.036052972848,0.0,772387.9924265998
2024-01-22 00:00:00 UTC,2545.891253458611,0.0,552891.7547125139
2024-01-23 00:00:00 UTC,2373.7110985226786,0.0,2292158.6113081756
2024-01-24 00:00:00 UTC,2306.573503068304,0.0,2993477.1846291297
2024-01-25 00:00:00 UTC,2291.467729567739,0.0,5908898.526209288
2024-01-26 00:00:00 UTC,2276.2600675288054,0.0,1189835.232264077
2024-01-27 00:00:00 UTC,2328.3004670045802,0.0,2859294.8282155674
2024-01-28 00:00:00 UTC,2333.7584915396815,0.0,742529.1801415427
2024-01-29 00:00:00 UTC,2320.7949453323245,0.0,1572864.243653815
2024-01-30 00:00:00 UTC,2378.750461862528,0.0,7128198.237024719
2024-01-31 00:00:00 UTC,2434.639468074454,0.0,4549528.638225792
2024-02-01 00:00:00 UTC,2333.6719343107825,0.0,3819864.224855147
2024-02-02 00:00:00 UTC,2363.5207965854393,0.0,13602417.883455481
2024-02-03 00:00:00 UTC,2373.7521342602413,0.0,5641281.840126786
2024-02-04 00:00:00 UTC,2359.442665284205,0.0,9938021.741413832
2024-02-05 00:00:00 UTC,2355.9117215668875,0.0,4560598.951174537
2024-02-06 00:00:00 UTC,2364.8595038029744,0.0,4685933.811588603
2024-02-07 00:00:00 UTC,2447.1308057009646,0.0,7131173.358901847
2024-02-08 00:00:00 UTC,2499.7648005804103,0.0,8273559.650500118
2024-02-09 00:00:00 UTC,2498.799867906479,0.0,8792886.817411644
2024-02-10 00:00:00 UTC,2565.5367522499505,0.0,6124066.070370852
2024-02-11 00:00:00 UTC,2576.356799070536,0.0,11475884.876428178
2024-02-12 00:00:00 UTC,2577.9358039495814,0.0,9781537.863668373
2024-02-13 00:00:00 UTC,2727.7836780917705,0.0,3670229.0887067495
2024-02-14 00:00:00 UTC,2718.9521266995453,0.0,5998777.094932813
2024-02-15 00:00:00 UTC,2856.8526706724924,0.0,5199333.784718056
2024-02-16 00:00:00 UTC,2905.4515538350443,0.0,4856697.113715868
2024-02-17 00:00:00 UTC,2881.499188412075,0.0,1941699.0982801393
2024-02-18 00:00:00 UTC,2874.1900743243696,0.0,3716248.052646867
2024-02-19 00:00:00 UTC,2961.4150124987864,0.0,2018283.5948296334
2024-02-20 00:00:00 UTC,3034.816931838787,0.0,5751679.309038318
2024-02-21 00:00:00 UTC,3110.3651809495773,0.0,14522957.36642821
2024-02-22 00:00:00 UTC,3068.5508507348536,0.0,11689555.13642873
2024-02-23 00:00:00 UTC,3067.319016912783,0.0,10136992.877429329
2024-02-24 00:00:00 UTC,3018.573382571406,0.0,14284904.818453487
2024-02-25 00:00:00 UTC,3074.644183401122,0.0,5789997.34844781
2024-02-26 00:00:00 UTC,3212.7400899948407,0.0,45962926.55898983
2024-02-27 00:00:00 UTC,3277.182672822107,0.0,22706201.023251552
2024-02-28 00:00:00 UTC,3352.8561113455858,0.0,13077749.22291816
2024-02-29 00:00:00 UTC,3485.897291107065,0.0,12154920.702138113
2024-03-01 00:00:00 UTC,3453.415864981318,0.0,5737348.498975615
2024-03-02 00:00:00 UTC,3539.919762606757,0.0,10589292.39829031
2024-03-03 00:00:00 UTC,3527.642170386326,0.0,9623112.394222088
2024-03-04 00:00:00 UTC,3596.9872676657537,0.0,8461368.213157624
2024-03-05 00:00:00 UTC,3755.717243520706,0.0,12044898.259525115
2024-03-06 00:00:00 UTC,3684.4844366611987,0.0,19006284.86217344
2024-03-07 00:00:00 UTC,3941.1640393710886,0.0,18016495.282640602
2024-03-08 00:00:00 UTC,3976.3291109269508,0.0,24755029.038372535
2024-03-09 00:00:00 UTC,4011.9121567791003,0.0,11046704.209661731
2024-03-10 00:00:00 UTC,4048.1663057577357,0.0,7843713.327199783
2024-03-11 00:00:00 UTC,3997.1658149781288,0.0,20369922.71221383
2024-03-12 00:00:00 UTC,4180.65984462632,0.0,15478910.21365892
2024-03-13 00:00:00 UTC,4097.8338755852,0.0,21635039.898739066
2024-03-14 00:00:00 UTC,4121.1875777878695,0.0,26662871.73163488
2024-03-15 00:00:00 UTC,3983.071694100693,1528455189.2510161,58607784.74352259
