id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi.times,roi.currency,roi.percentage
lido-dao,ldo,Lido DAO,https://assets.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,2.47,2198156856,56,2465132082,95921744,2.76,2.45,-0.256646033930509,-9.40342,-231402763.75412083,-9.52447,891699423.464022,1000000000,1000000000,7.3,-66.26184,2021-08-20T08:35:20.158Z,0.40615,506.63699,2022-06-18T20:55:12.035Z,,2024-03-18T18:02:42.698Z,,,
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,33.34,2180071934,57,2180071934,99198948,39.42,33.18,-5.621058872154968,-14.42919,-388736520.9669795,-15.13295,65454185.5381511,65454185.5381511,66000000,89.24,-62.64941,2021-11-05T04:14:42.689Z,0.298788,11055.02456,2020-01-31T06:47:36.543Z,,2024-03-18T18:02:47.211Z,44.047436665773404,usd,4404.74366657734
gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.058613,2098252122,58,2110599370,243397028,0.065375,0.058035,-0.004964866630827785,-7.80911,-206342413.18845916,-8.95352,35922107637.8449,36133492712.2787,50000000000,0.824837,-92.9249,2021-11-26T01:03:48.731Z,0.00013475,43208.59246,2020-12-28T08:46:48.367Z,,2024-03-18T18:02:38.323Z,,,
rocket-pool-eth,reth,Rocket Pool ETH,https://assets.coingecko.com/coins/images/20764/large/reth.png?1696520159,3844.44,2094423737,59,2094406242,41237565,4031.8,3829.26,-148.79004871678308,-3.72606,-76796258.09365916,-3.53701,544706.370710123,544701.820593021,,4814.31,-20.43916,2021-12-01T08:03:50.749Z,887.26,331.6988,2022-06-18T20:55:45.957Z,,2024-03-18T18:02:45.739Z,,,
algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1696504978,0.250167,2014357687,60,2014357687,119558602,0.280523,0.247957,-0.026778858552249984,-9.66934,-210550901.2874031,-9.46335,8066797522.90637,8066797522.90637,10000000000,3.56,-92.97133,2019-06-20T14:51:19.480Z,0.087513,186.0149,2023-09-11T19:42:08.247Z,,2024-03-18T18:02:46.666Z,-0.8957636114236941,usd,-89.57636114236941
sui,sui,Sui,https://assets.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,1.57,1938389079,61,15747524187,621141143,1.74,1.55,0.0104988,0.67373,14137930,0.73472,1230916717.79423,10000000000,10000000000,2.16,-27.1208,2023-05-03T12:00:26.430Z,0.364846,331.9694,2023-10-19T10:40:30.078Z,,2024-03-18T18:02:51.791Z,,,
jupiter-exchange-solana,jup,Jupiter,https://assets.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.44,1931450732,62,14307042463,836827176,1.59,1.26,0.178337,14.18505,248510747,14.76647,1350000000,10000000000,10000000000,2,-28.81705,2024-01-31T15:02:47.304Z,0.457464,211.20882,2024-02-21T18:31:05.083Z,,2024-03-18T18:02:01.283Z,,,
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,1.29,1916604608,63,1916604608,70011957,1.4,1.28,-0.058593347785175,-4.35269,-88778703.3267746,-4.42702,1494854696,1494854695.77308,1494854695.77308,42.4,-96.97948,2021-04-05T13:49:10.098Z,0.391969,226.71355,2023-09-11T19:41:06.528Z,,2024-03-18T18:02:54.329Z,,,
mantle-staked-ether,meth,Mantle Staked Ether,https://assets.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3596.33,1894149270,64,1894149270,1536712,3756.52,3556.47,-133.10424234758057,-3.56902,-70035153.99209285,-3.56561,528117.098490979,528117.098490979,,4221.1,-15.27489,2024-03-12T00:54:55.007Z,2142.02,66.96083,2023-12-18T10:41:32.686Z,,2024-03-18T18:00:54.976Z,,,
floki,floki,FLOKI,https://assets.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00018814,1830832267,65,1884634605,409812674,0.00023332,0.00018439,-0.000043059622978937,-18.62481,-382630076.8217423,-17.2865,9714521117263,10000000000000,10000000000000,0.00033651,-44.23478,2021-11-04T06:58:35.285Z,8.428e-8,222555.44649,2021-07-06T01:11:20.438Z,,2024-03-18T18:02:51.248Z,,,
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,125.42,1815665553,66,1824194089,51939258,135.31,123.9,-3.491156178460855,-2.7082,-68314798.16378546,-3.62609,14544176.164091088,14612493,14612493,427.42,-70.66946,2021-09-11T09:15:00.668Z,0.215773,58000.46191,2018-08-23T00:00:00.000Z,,2024-03-18T18:02:51.855Z,14.36977920694182,eth,1436.977920694182
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1696512452,120.88,1777239499,67,1926070557,156865663,129.07,119.69,-5.83575281824605,-4.60553,-80588034.61033368,-4.33776,14763650.214804368,16000000,16000000,661.69,-81.81743,2021-05-18T21:19:59.514Z,26.02,362.32792,2020-11-05T09:20:11.928Z,,2024-03-18T18:02:46.364Z,,,
beam-2,beam,Beam,https://assets.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.03283627,1722032493,68,2046848754,35689744,0.03676001,0.03225601,-0.003172717160318861,-8.8109,-161901530.2484033,-8.5938,52573823628.9169,62490496468.0217,62490496468.0217,0.04416304,-26.01886,2024-03-10T10:40:22.381Z,0.0043383,653.11316,2023-10-29T08:20:14.064Z,,2024-03-18T18:01:41.999Z,,,
elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,60.36,1606361830,69,1606671685,43297754,65,59.78,-3.663305062310066,-5.72143,-101006035.13973403,-5.91589,26709223,26714375,31415926,545.64,-88.9861,2021-11-23T10:33:26.737Z,6.51,823.61,2020-10-07T01:44:53.554Z,,2024-03-18T18:02:47.702Z,,,
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1696507128,80.49,1579949530,70,1687281203,41029178,86.45,79.86,-4.501891717766611,-5.29674,-90312808.19389081,-5.4071,19664143.75,21000000,21000000,489.75,-83.5565,2021-04-16T17:09:04.630Z,21.43,275.7069,2023-06-10T04:32:12.266Z,,2024-03-18T18:02:22.542Z,,,
dydx-chain,dydx,dYdX,https://assets.coingecko.com/coins/images/32594/large/dydx.png?1698673495,3.32,1545742907,71,2366382885,16271010,3.63,3.28,-0.27425315623670166,-7.62614,11647312,0.75923,464677529,711376353,1000000000,4.52,-26.96396,2024-03-07T22:19:11.131Z,2.3,43.29176,2024-01-03T12:14:30.340Z,,2024-03-18T18:02:52.813Z,,,
pyth-network,pyth,Pyth Network,https://assets.coingecko.com/coins/images/31924/large/pyth.png?1701245725,1.023,1535483253,72,10236555020,379489320,1.13,1.013,-0.008032881776196099,-0.77922,-12979661.532913446,-0.83823,1500000000,10000000000,10000000000,1.2,-14.76781,2024-03-16T07:01:15.357Z,0.228806,345.65686,2024-01-08T03:29:54.594Z,,2024-03-18T18:02:30.229Z,,,
bonk,bonk,Bonk,https://assets.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.00002337,1534033225,73,2186157798,331694999,0.00002837,0.00002337,-0.00000371593488311,-13.71904,-232505075.66507268,-13.16162,65627592216347.88,93526183276778,93526183276778,0.00004547,-48.67522,2024-03-04T17:05:29.594Z,8.6142e-8,26992.12107,2022-12-29T22:48:46.755Z,,2024-03-18T18:02:48.151Z,,,
conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.398268,1526869497,74,2176151034,189274395,0.426707,0.390828,-0.019751284687000215,-4.72497,-83206575.69545269,-5.16787,3843668603.01274,5478139042.98525,,1.7,-76.5758,2021-03-27T03:43:35.178Z,0.02199898,1711.03651,2022-12-30T08:16:30.345Z,,2024-03-18T18:02:46.729Z,,,
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,10.15,1436881310,75,2731608165,72333395,10.97,10.04,-0.63600018408094,-5.89829,-90358990.7917471,-5.91649,142025477.405289,270000000,270000000,164.9,-93.86655,2021-11-06T19:29:29.482Z,0.123718,8074.96587,2020-11-06T08:05:43.662Z,,2024-03-18T18:02:15.773Z,,,
starknet,strk,Starknet,https://assets.coingecko.com/coins/images/26433/large/starknet.png?1696525507,1.93,1408160156,76,19342859282,192366894,2.14,1.92,-0.17103902863180043,-8.12722,-120880252.11889029,-7.90563,728000000,10000000000,10000000000,4.41,-56.3784,2024-02-20T12:05:13.556Z,1.7,13.48252,2024-02-21T14:29:50.266Z,,2024-03-18T18:02:01.607Z,,,
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://assets.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3431.67,1398797921,77,2770946653,1057009,3678.17,3417.82,-136.04157855373296,-3.81313,-39573057.20941448,-2.75124,404369.15187006345,801034.467710681,,4040.42,-14.70865,2024-03-11T14:17:18.791Z,2155.76,59.85723,2024-02-08T11:26:30.368Z,,2024-03-18T18:01:20.437Z,,,
wrapped-eeth,weeth,Wrapped eETH,https://assets.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3594.81,1378743487,78,1378743487,47905117,3775.5,3580.61,-132.4524841725647,-3.55361,-52172561.25668764,-3.6461,383601.119569842,383601.119569842,,4196.87,-14.55399,2024-03-13T08:29:59.938Z,2231.18,60.72513,2024-01-08T03:35:28.624Z,,2024-03-18T18:02:53.912Z,,,
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.609322,1365117054,79,1818756093,158728267,0.656792,0.60275,-0.03706569380553926,-5.73428,-88162179.55952692,-6.06643,2251731926.2233224,3000000000,3000000000,8.4,-92.7434,2021-11-25T06:04:40.957Z,0.02897764,2002.73256,2020-11-04T15:59:14.441Z,,2024-03-18T18:02:22.751Z,,,
kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,14.22,1364803522,80,2038082297,333865,15.18,14.11,-0.8284997620370618,-5.50385,-87905195.84151816,-6.05112,96287258.2890287,143787258.288945,,28.83,-50.65997,2021-12-01T15:09:35.541Z,0.342863,4048.79225,2019-02-07T00:00:00.000Z,,2024-03-18T18:02:40.130Z,,,
worldcoin-wld,wld,Worldcoin,https://assets.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,8.74,1347050469,81,87301610794,488854533,9.78,8.64,-0.8910293374959544,-9.25197,-129411558.59044838,-8.76498,154298466.716963,10000000000,10000000000,11.74,-26.20053,2024-03-10T00:10:42.330Z,0.973104,790.39944,2023-09-13T07:36:44.064Z,,2024-03-18T18:02:41.851Z,,,
singularitynet,agix,SingularityNET,https://assets.coingecko.com/coins/images/2138/large/singularitynet.png?1696503103,1.055,1346296483,82,1465528235,309673033,1.22,1.048,-0.12981612873797577,-10.95391,-184898094.1434114,-12.07541,1279380811.64262,1392686325.98352,2000000000,1.46,-27.67001,2024-03-10T00:24:59.207Z,0.00747159,14041.90442,2020-03-13T02:24:16.528Z,,2024-03-18T18:02:51.610Z,9.55295865445462,usd,955.295865445462
ordinals,ordi,ORDI,https://assets.coingecko.com/coins/images/30162/large/ordi.png?1696529082,63.14,1325229353,83,1325229353,354162395,70.88,62.5,-3.1715316123683834,-4.78263,-64951878.276064396,-4.67219,21000000,21000000,,95.52,-34.46546,2024-03-05T01:45:22.816Z,2.86,2088.06896,2023-09-11T15:22:32.140Z,,2024-03-18T18:02:35.570Z,,,
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,1.23,1314002901,84,1395942092,42884560,1.34,1.22,-0.09016145931797115,-6.8281,-88553848.61001992,-6.31374,1070455124.84004,1137207052.84004,,9.09,-86.52629,2021-06-01T01:42:37.064Z,0.351341,248.60878,2023-10-11T04:00:22.740Z,,2024-03-18T18:02:12.314Z,,,
akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,5.76,1312027188,85,1312170517,16493607,6.06,5.3,-0.26426052509146647,-4.38725,-81771228.23442745,-5.86679,230816799.095985,230842013.989962,388539008,8.07,-29.68661,2021-04-06T18:59:48.484Z,0.164994,3341.209,2022-11-21T20:30:53.727Z,,2024-03-18T18:01:10.562Z,,,
bittorrent,btt,BitTorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.00000134,1295013610,86,1324108653,68277916,0.00000148,0.00000133,-7.9972744134e-8,-5.64241,-77071030.06207132,-5.61708,968246428571000,990000000000000,990000000000000,0.00000343,-61.1079,2022-01-21T04:00:31.909Z,3.65368e-7,265.25387,2023-10-13T05:10:41.241Z,,2024-03-18T18:02:34.090Z,,,
havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1696504103,3.88,1260968505,87,1262599331,52019113,4.21,3.83,-0.24835547589425033,-6.01973,-93908207.7835412,-6.93113,327769196.13952357,328193104.088774,328193104.088774,28.53,-86.41366,2021-02-14T01:12:38.505Z,0.0347864,11043.70598,2019-01-06T00:00:00.000Z,,2024-03-18T18:02:46.265Z,6.754674740675754,usd,675.4674740675754
tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,15.72,1254723562,88,1568482877,70790053,16.1,15.63,-0.25916138725800053,-1.62165,-26510985.18496728,-2.06918,79995999.94518414,100000000,100000000,22.3,-29.49054,2022-10-31T10:23:59.455Z,0.111255,14030.5982,2019-04-28T00:00:00.000Z,,2024-03-18T18:02:13.423Z,53.12109207108978,usd,5312.109207108978
ribbon-finance,rbn,Ribbon Finance,https://assets.coingecko.com/coins/images/15823/large/ribbon.png?1709186956,1.33,1254568723,89,1329296708,33784146,1.36,1.21,-0.008493511304828338,-0.63497,-10634745.058863163,-0.84056,943783818.373656,1000000000,1000000000,5.54,-75.93851,2021-10-07T22:30:49.258Z,0.12452,970.8639,2023-05-18T09:35:07.716Z,,2024-03-18T18:01:24.200Z,,,
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,236.06,1253042459,90,1253043168,56273828,244.91,226.57,8.24,3.61626,5935130,0.47591,5302333,5302336,5302336,261.93,-9.92554,2021-11-07T00:00:00.000Z,8.93,2541.98911,2022-12-29T20:45:33.039Z,,2024-03-18T18:02:34.198Z,,,
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,1.27,1233643036,91,1259775138,51064970,1.36,1.26,-0.07534222173724725,-5.60855,19001830,1.5644,974822864.393371,995472412.090397,,9.12,-86.09315,2021-10-04T00:41:18.025Z,0.350476,261.72437,2018-12-07T00:00:00.000Z,,2024-03-18T18:01:40.759Z,1.6978776894644105,usd,169.78776894644108
apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,1.99,1214492330,92,1983688027,87698173,2.14,1.97,-0.12485777548537748,-5.90345,-75400654.67131662,-5.8455,612239583,1000000000,1000000000,26.7,-92.60164,2022-04-28T21:44:21.164Z,1.008,96.02511,2023-10-10T20:51:07.411Z,,2024-03-18T18:02:43.719Z,,,
bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.869667,1213407242,93,1733437679,44238652,0.880668,0.851832,-0.007307160310956685,-0.83322,-15481115.82924056,-1.25977,1400001000,2000000000,2000000000,1.15,-24.48195,2024-02-17T06:30:15.580Z,0.0142795,5990.31378,2020-06-25T04:17:05.895Z,,2024-03-18T18:01:23.572Z,,,
flare-networks,flr,Flare,https://assets.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.03269382,1190926187,94,3302792205,24343281,0.03828028,0.03222568,-0.001361285588854559,-3.9973,-54372435.23034263,-4.36622,36678922652.4219,101721551777.067,,0.150073,-78.41669,2023-01-10T03:14:05.921Z,0.00827405,291.47344,2023-10-19T03:35:41.663Z,,2024-03-18T18:02:49.676Z,,,
whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,8.16,1176862164,95,2917551316,16880819,8.23,8.04,0.073339,0.90656,10540088,0.9037,144118517.10815412,357283276,400000000,14.64,-44.30409,2022-10-28T12:32:18.119Z,3.06,166.40135,2023-02-13T19:01:21.899Z,,2024-03-18T18:02:48.403Z,,,
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.13114,1160192032,96,1160192032,109834324,0.141152,0.129737,-0.0082731552667438,-5.93426,-78734450.60473537,-6.35505,8888888888,8888888888,8888888888,0.878633,-85.07713,2021-03-13T08:04:21.200Z,0.00410887,3091.0753,2019-09-28T00:00:00.000Z,,2024-03-18T18:02:45.021Z,4.960922042204078,usd,496.0922042204077
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.12,1153647792,97,1582325527,51529680,7.63,6.79,-0.35888180905242795,-4.79662,-59515305.80772829,-4.9058,162585670.977112,223000000,223000000,54.88,-87.02329,2021-11-12T23:08:25.301Z,0.113248,6188.19421,2020-04-18T00:19:10.902Z,,2024-03-18T18:02:54.739Z,,,
ethena-usde,usde,Ethena USDe,https://assets.coingecko.com/coins/images/33613/large/3466ef_3c088c66c7d941e8856339d0bddf33cc_mv2.png?1702514458,1.002,1144980927,98,1144980927,48473779,1.007,0.994686,-0.000936826816968717,-0.09343,36912313,3.33123,1141866503.10085,1141866503.10085,,1.032,-2.85949,2023-12-20T15:38:34.596Z,0.977814,2.53179,2024-01-09T21:19:32.385Z,,2024-03-18T18:00:46.267Z,,,
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1696504140,1.002,1140786086,99,1140786086,71494284,1.007,0.989287,-0.000887593761019323,-0.08847,-261364.93640613556,-0.02291,1138455467.01,1138455467.01,,1.62,-38.06744,2018-08-26T20:41:09.375Z,0.88355,13.44989,2020-03-12T10:47:51.380Z,,2024-03-18T18:02:45.816Z,,,
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.607557,1127656912,100,1326692794,111482190,0.653571,0.600346,-0.03846940103409502,-5.95478,-73175533.96627378,-6.09373,1864149589.3092341,2193179327.32015,2193179327.32015,5.85,-89.61658,2021-11-25T10:04:18.534Z,0.00923681,6477.11161,2017-10-31T00:00:00.000Z,,2024-03-18T18:02:38.805Z,29.377831036773866,usd,2937.7831036773864
