quarter,cc,index
200904,GAB,97.98957809
200904,GBR,87.5
200904,GEO,92.7446
200904,GHA,88.84455587
200904,GIN,85.03119787
200904,GMB,94.57542707
200904,GNB,95.83632003
200904,GNQ,89.78441662
200904,GRC,94.8
200904,GRD,96.87479884
200904,GTM,95.81090093
200904,GUY,94.33061846
200904,HKG,97.72471277
200904,HND,94.86112162
200904,HRV,99.64209019
200904,HTI,93.9967469
200904,HUN,84.6
200904,IDN,71.2
200904,IND,57.4
200904,IRL,97.1
200904,IRN,88.60958366
200904,IRQ,96.13458842
200904,ISL,78.5
200904,ISR,90.1
200904,ITA,91.4
200904,JAM,86.44549763
200904,JOR,94.01560841
200904,JPN,97.7
200904,KAZ,44.5
200904,KEN,95.83408878
200904,KGZ,93.56176438
200904,KHM,93.91875706
200904,KIR,104.0355005
200904,KNA,99.54355575
200904,KOR,88.4052
200904,KWT,95.80394946
200904,LAO,93.52819136
200904,LBN,95.17303222
200904,LBR,86.67860443
200904,LBY,97.1291985
200904,LCA,97.14303744
200904,LKA,91.3104744
200904,LSO,96.01537985
200904,LTU,92.4
200904,LUX,89.3
200904,LVA,95.6
200904,MAC,96.97598717
200904,MAR,100.1614019
200904,MDA,92.88347114
200904,MDG,90.83862504
200904,MDV,92.83762508
200904,MEX,80.1
200904,MKD,99.24241615
200904,MLI,98.14861593
200904,MLT,98.92877418
200904,MMR,91.05738047
200904,MNE,99.61643836
200904,MNG,92.97033726
200904,MOZ,89.36500987
200904,MRT,92.63195463
200904,MSR,106.6
200904,MUS,96.65211063
200904,MWI,95.25966672
200904,MYS,97.89092866
200904,NAM,93.39811953
200904,NCL,89.41
200904,NER,96.95076847
200904,NGA,84.36997934
200904,NIC,94.61276779
200904,NLD,91
200904,NOR,89.7
200904,NPL,87.68872386
200904,OMN,95.93636585
200904,PAK,86.84368065
200904,PAN,96.52823267
200904,PER,98.75979809
200904,PHL,95.80738896
200904,POL,90.1099
200904,PRT,92.6
200904,PRI,106.731
200904,PRY,94.35215947
200904,PSE,95.00157445
200904,QAT,102.3902976
200904,ROU,94.10510688
200904,RUS,93.02535845
200904,RWA,98.76930384
200904,SAU,94.00692993
200904,SDN,82.82395397
200904,SEN,98.83244007
200904,SGP,96.33653606
200904,SLB,99.48009479
200904,SLE,91.95792151
200904,SLV,98.99762596
200904,SRB,93.61237489
200904,SSD,98.4638003
200904,STP,85.74072027
200904,SUR,93.15995999
200904,SVK,90.8488
200904,SVN,92.6
200904,SWE,95.5
200904,SWZ,93.7331361
200904,SYC,104.3425225
200904,SYR,94.32980411
200904,TCD,102.1508692
200904,TGO,98.12605746
200904,THA,96.85037327
200904,TJK,92.22
200904,TLS,93.300671
200904,TON,95.05931446
200904,TTO,90.44146634
200904,TUN,96.1174875
200904,TUR,62.2254
200904,TWN,88.45
200904,TZA,93.76799139
200904,UGA,94.00019127
200904,UKR,90.48772051
200904,URY,91.88318918
200904,USA,90
200904,VCT,99.15426711
200904,VEN,73.84371421
200904,VNM,90.35569089
200904,WSM,99.983419
200904,XKX,95.96827495
200904,YEM,88.33547855
200904,ZAF,73.2
200904,ZMB,90.47539866
200904,ZWE,95.61340429
200905,ABW,96.01006103
200905,AFG,95.41208749
200905,AGO,85.88525608
200905,ALB,96.28993657
200905,ARE,98.27332586
200905,ARG,106.08
200905,ARM,94.62920761
200905,ATG,75.866
200905,AUT,88.9
200905,AZE,93.7
200905,BDI,92.55504848
200905,BEL,90.1
200905,BEN,99.00925776
200905,BFA,100.1496259
200905,BGD,89.16826213
200905,BGR,98.14735251
200905,BHR,97.64555074
200905,BHS,98.30789099
200905,BIH,97.15030945
200905,BLR,92.52749598
200905,BLZ,93.2
200905,BOL,96.93537403
200905,BRA,68.6
200905,BRB,92.33997901
200905,BRN,99.77814476
200905,BWA,92.36396492
200905,CAF,99.23037145
200905,CAN,90.6
200905,CHE,101.4
200905,CHL,83
200905,CHN,96.57514746
200905,CIV,99.92211664
200905,CMR,99.29308147
200905,COD,125.5447465
200905,COG,99.08150384
200905,COL,83.4
200905,COM,93.89185266
200905,CPV,97.38077214
200905,CRI,93.78643061
200905,CUW,96.21692543
200905,CYP,98.25374909
200905,CZE,92
200905,DEU,92.0793
200905,DJI,94.34666045
200905,DMA,96.29544588
200905,DNK,91.4
200905,DOM,92.33732315
200905,DZA,93.84129781
200905,ECU,96.77062042
200905,EGY,88.09290576
200905,ESP,92.3
200905,EST,86.6
200905,ETH,90.80724532
200905,FIN,90.9
200905,FJI,94.68247896
200905,FRA,93.4
200905,GAB,98.16073892
200905,GBR,87.9
200905,GEO,93.8412
200905,GHA,89.69113747
200905,GIN,85.50071045
200905,GMB,94.69253956
200905,GNB,97.65570911
200905,GNQ,92.09717956
200905,GRC,95
200905,GRD,96.58513035
200905,GTM,95.93809761
200905,GUY,95.11256029
200905,HKG,97.5895472
200905,HND,94.86112162
200905,HRV,99.64209019
200905,HTI,94.21471861
200905,HUN,85.9
200905,IDN,71.2
200905,IND,57.8
200905,IRL,96.6
200905,IRN,89.86645719
200905,IRQ,96.21470058
200905,ISL,79.4
200905,ISR,90.5
200905,ITA,91.6
